[0.00-29.98] 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
[30.00-32.00] 我总是守护你的安全
[5751.38-5753.18] 上亞科技那我們的
[5753.42-5755.22] 資本大概是4.4億
[5755.48-5757.52] 那我們主要的
[5758.30-5762.14] 產品呢是這個代理學名校那還有SumUp Energy
[5763.42-5765.98] 然後還有IC Design和Technical Service
[5766.48-5769.82] 那在今年的時候我們有CR一個光學鍍膜事業處
[5770.06-5773.14] 那待會會做一個簡要的說明
[5774.98-5781.12] 好那這是我們今年與今年同期去年的這個營收的這個變化
[5781.38-5787.52] 那我們今年與去年的營收相比的話是減少了15.47%
[5787.78-5790.60] 毛利的部分是減少了9.17%
[5790.86-5795.46] 在IC Design和Technical Service的比重是增加的
[5798.02-5802.88] 這是我們現在目前這個我們公司的經營的策略然後
[5803.14-5804.94] 第一是我們會持續做這個宣傳
[5805.24-5807.02] 學名要的高端學名要的申請
[5807.54-5808.30] 然後以及
[5808.56-5811.64] 在這個太陽能事業的產業會持續做投資
[5811.90-5817.02] 那以及IC Design的部分那我們在IC Design的部分會是增加我們的Quality
[5817.26-5819.06] 以及做一個降本的
[5819.32-5820.86] 做一個降本的規劃
[5821.62-5827.00] 接下來也會持續這種多角化經營就是尋求各種不同的那不同的這種
[5827.26-5828.28] 技術項目
[5831.10-5834.94] OK那這邊稍微解介一下就是我們這個光學鍍膜事業處
[5835.18-5838.82] 我們光學鍍膜事業處是在去年底在上海科技成立的
[5839.08-5841.64] 然後今年已經在新竹科學園區錄園了
[5842.14-5843.42] 這申請錄園已經通過
[5843.68-5848.30] 那我們這個事業處我們所要我們所要做規劃的研發的
[5848.80-5853.16] 技術項目就是在光學就是在Wafer Process裡面的光學鍍膜
[5853.42-5854.18] 代工服務
[5854.44-5859.30] 那我們已經有做我們這個研發的產品以及我們這個研發的團隊都已經建立了
[5859.56-5862.38] 我們現在在持續在做這方面的發展
[5864.98-5871.12] OK然後在作為我們這個光學鍍膜事業處的第一個實施力就是在去年底的時候
[5871.38-5873.18] 我們有跟Telar集團以及晉升
[5873.42-5874.20] 感測
[5874.70-5877.78] 公司我們有去合作去申請一個
[5878.04-5881.36] APRAS這是經濟部的催電計畫
[5881.62-5887.76] 然後就是剛有提到這個NICGN就是高進度的非輕數式血糖感測然後在其中在感測的部分
[5888.02-5891.60] 在作為降低雜訊跟增加訊號源的這個
[5892.12-5894.94] 這個光學鍍膜濾光片的部分就是有上海科技這邊做
[5895.24-5897.54] 所作開發跟研究
[5901.12-5907.02] OK那作為我們這第一個實施力的時候我們現在我們就是在光學鍍膜事業處之後會
[5907.26-5911.36] 開始join這個光學鍍膜的這個市場
[5911.62-5916.48] 那對我們目前我們所看到的這個Global資料來看的話我們對這個市場的
[5916.74-5917.76] 規劃是樂觀的
[5918.28-5924.16] 在US market的report裡面就有提到說在近10年這10年就會從
[5925.24-5929.08] 我們這整個光學做Global的光學鍍膜的市場就會從
[5929.34-5934.20] 220億美金一直增加到470億美金
[5934.46-5938.04] 那他的年複合成長率是到8.3%
[5938.30-5941.36] 然後另外根據那14 Business Insight Report
[5941.62-5947.76] 他裡面有提到他有去做對光學鍍膜的市場去做分類消費性電子的這個市場是
[5948.28-5949.30] 是做佔最大宗的
[5949.56-5950.84] 那所以這也是我們這個
[5951.34-5954.94] 我們會提到說我們這我們這光學鍍膜的朝向方向會是
[5955.24-5957.28] 在這個晶圓級半導體的這個產品上
[5959.84-5961.64] OK那根據我們這個
[5961.90-5968.04] 之前我們在做這個分析規劃之後我們在光學鍍膜的這個代工的服務上我們target的這個
[5968.80-5972.64] End user的應用就是包含的現在的公控還有
[5972.90-5973.42] 還有
[5973.66-5974.94] 手持式穿戴式
[5975.20-5976.74] 以及這個健康管理
[5977.00-5983.14] 那在Long term的規劃上也會朝向AI robot還有新世代的LED
[5983.40-5984.94] 以及這個
[5985.24-5985.74] 半導體雷射
[5986.78-5987.80] 那在
[5988.06-5991.64] 在剛提到這個NICG的部分那我們也會針對這個複合
[5991.90-5995.22] 這個多通道的這個濾光片去做研究跟
[5995.48-5996.76] 去做研究跟這個
[5997.02-5997.52] 發展
[5998.04-6003.66] 這是除了我們現在正在進行中的NICG的FRs計畫之外未來也可以應用在我們的這個
[6003.92-6004.44] 第三代半導體上
[6007.76-6013.90] 好那這個是我們在這個光學鍍膜這邊我們就會有一個未來的這個一個規劃
[6014.16-6014.94] 然後第一個是說
[6015.24-6016.26] 我們是希望是
[6016.78-6020.62] 在光學鍍膜跟半導體的這個製程是可以相結合的
[6020.86-6022.14] 然後這個
[6022.40-6027.78] 接下來第二點就是說我們可以針對End user去做他客製化的需求因為每個End user的產品的
[6028.04-6031.10] 他的規格都不一樣那我們可以針對他去除了
[6031.36-6034.18] 除了我們做製造之外我們可以提出做設計的能力
[6034.70-6037.26] 第三點就是說我們希望能夠
[6037.50-6038.78] 成為一個在半導體
[6039.30-6041.60] 半導體供應鏈上的一個關鍵的供應商
[6042.38-6044.94] 接下來我們也會去持續去做這個專利的
[6045.24-6045.74] 這個
[6046.00-6052.14] 專利上的開發專利上的發表去保持說我們的這個技術的高度
[6052.66-6054.20] 那我們今天報告就到這邊
[6054.70-6060.86] 謝謝陳處長的一個分享那現在也問一下各位現場投資先進對於
[6061.10-6065.46] 我們上亞科技有任何相關問題也可以一起進行舉手提問
[6071.60-6073.40] 那在這邊有任何投資先進有任何問題可以提問我們就在這邊發表了
[6075.24-6082.14] 沒有的話在這邊也讓我們一起掌聲謝謝陳助長精彩的一個分享謝謝
[6082.92-6091.10] 好那如果各位現場的投資先進在剛剛有不好意思進行提問的話也歡迎大家與會後呢與我們現場的長官
[6091.36-6093.16] 一起進行交流溝通
[6093.42-6097.00] 那今日的法人說明會也在此圓滿的告一個段落
[6097.26-6100.58] 感謝各位對於台亞集團的關注與支持
[6100.84-6103.66] 和亞智慧股票代號7825也將
[6103.90-6104.94] 在4月15
[6105.18-6108.56] 正式登入新櫃期待未來與各位投資先進
[6108.82-6114.96] 一同攜手合作再次感謝大家的列寧我是主持人桑寧我們下次再見謝謝
